STORE_NBR,YEARMONTH,period,is_trial_store,total_sales,num_customers,num_transactions,transactions_per_customer
15,2018-07,pre_trial,False,742.6,84,103,1.2261904761904763
15,2018-08,pre_trial,False,840.2,105,129,1.2285714285714286
15,2018-09,pre_trial,False,837.0,89,119,1.3370786516853932
15,2018-10,pre_trial,False,828.4,88,114,1.2954545454545454
15,2018-11,pre_trial,False,647.2,78,96,1.2307692307692308
15,2018-12,pre_trial,False,917.0,101,134,1.3267326732673268
15,2019-01,pre_trial,False,873.8,99,124,1.2525252525252526
15,2019-02,trial,False,700.8,78,95,1.2179487179487178
15,2019-03,trial,False,773.0,88,109,1.2386363636363635
15,2019-04,trial,False,738.4,87,110,1.264367816091954
16,2018-07,pre_trial,False,113.8,32,33,1.03125
16,2018-08,pre_trial,False,149.2,35,36,1.0285714285714285
16,2018-09,pre_trial,False,140.2,35,39,1.1142857142857143
16,2018-10,pre_trial,False,138.6,39,41,1.0512820512820513
16,2018-11,pre_trial,False,150.1,40,41,1.025
16,2018-12,pre_trial,False,176.8,45,48,1.0666666666666667
16,2019-01,pre_trial,False,153.3,41,41,1.0
16,2019-02,trial,False,128.4,34,35,1.0294117647058822
16,2019-03,trial,False,156.7,38,41,1.0789473684210527
16,2019-04,trial,False,82.3,26,26,1.0
17,2018-07,pre_trial,False,485.7,56,57,1.0178571428571428
17,2018-08,pre_trial,False,353.3,40,42,1.05
17,2018-09,pre_trial,False,377.0,40,43,1.075
17,2018-10,pre_trial,False,341.1,41,41,1.0
17,2018-11,pre_trial,False,403.6,42,46,1.0952380952380953
17,2018-12,pre_trial,False,463.0,48,53,1.1041666666666667
17,2019-01,pre_trial,False,364.6,39,43,1.1025641025641026
17,2019-02,trial,False,386.0,44,47,1.0681818181818181
17,2019-03,trial,False,440.3,50,52,1.04
17,2019-04,trial,False,400.4,45,49,1.0888888888888888
18,2018-07,pre_trial,False,326.6,52,55,1.0576923076923077
18,2018-08,pre_trial,False,273.6,48,50,1.0416666666666667
18,2018-09,pre_trial,False,262.5,43,47,1.0930232558139534
18,2018-10,pre_trial,False,336.6,58,62,1.0689655172413792
18,2018-11,pre_trial,False,258.0,45,48,1.0666666666666667
18,2018-12,pre_trial,False,247.6,35,39,1.1142857142857143
18,2019-01,pre_trial,False,266.7,47,48,1.0212765957446808
18,2019-02,trial,False,190.4,32,33,1.03125
18,2019-03,trial,False,269.5,47,48,1.0212765957446808
18,2019-04,trial,False,259.6,48,51,1.0625
19,2018-07,pre_trial,False,729.1,84,95,1.130952380952381
19,2018-08,pre_trial,False,737.8,86,98,1.1395348837209303
19,2018-09,pre_trial,False,774.6,81,96,1.1851851851851851
19,2018-10,pre_trial,False,778.8,86,98,1.1395348837209303
19,2018-11,pre_trial,False,764.7,88,100,1.1363636363636365
19,2018-12,pre_trial,False,667.6,82,91,1.1097560975609757
19,2019-01,pre_trial,False,992.0,111,125,1.1261261261261262
19,2019-02,trial,False,742.1,82,91,1.1097560975609757
19,2019-03,trial,False,548.9,66,72,1.0909090909090908
19,2019-04,trial,False,714.2,81,89,1.0987654320987654
20,2018-07,pre_trial,False,269.2,56,57,1.0178571428571428
20,2018-08,pre_trial,False,195.7,40,42,1.05
20,2018-09,pre_trial,False,215.9,46,48,1.0434782608695652
20,2018-10,pre_trial,False,174.3,44,44,1.0
20,2018-11,pre_trial,False,154.7,36,37,1.0277777777777777
20,2018-12,pre_trial,False,170.6,37,40,1.0810810810810811
20,2019-01,pre_trial,False,188.2,41,44,1.0731707317073171
20,2019-02,trial,False,174.0,39,41,1.0512820512820513
20,2019-03,trial,False,269.5,56,60,1.0714285714285714
20,2019-04,trial,False,211.8,45,45,1.0
21,2018-07,pre_trial,False,409.4,42,46,1.0952380952380953
21,2018-08,pre_trial,False,510.1,56,63,1.125
21,2018-09,pre_trial,False,382.6,41,46,1.1219512195121952
21,2018-10,pre_trial,False,341.6,38,40,1.0526315789473684
21,2018-11,pre_trial,False,554.4,59,63,1.0677966101694916
21,2018-12,pre_trial,False,480.8,51,54,1.0588235294117647
21,2019-01,pre_trial,False,415.2,45,47,1.0444444444444445
21,2019-02,trial,False,406.8,43,46,1.069767441860465
21,2019-03,trial,False,384.0,43,45,1.0465116279069768
21,2019-04,trial,False,390.6,42,45,1.0714285714285714
22,2018-07,pre_trial,False,309.2,49,51,1.0408163265306123
22,2018-08,pre_trial,False,201.3,36,36,1.0
22,2018-09,pre_trial,False,302.9,42,43,1.0238095238095237
22,2018-10,pre_trial,False,347.5,50,53,1.06
22,2018-11,pre_trial,False,262.2,42,42,1.0
22,2018-12,pre_trial,False,230.5,37,39,1.054054054054054
22,2019-01,pre_trial,False,325.8,48,55,1.1458333333333333
22,2019-02,trial,False,365.4,46,49,1.065217391304348
22,2019-03,trial,False,316.2,49,50,1.0204081632653061
22,2019-04,trial,False,341.4,55,57,1.0363636363636364
23,2018-07,pre_trial,False,890.8,96,124,1.2916666666666667
23,2018-08,pre_trial,False,952.1,105,144,1.3714285714285714
23,2018-09,pre_trial,False,720.8,88,104,1.1818181818181819
23,2018-10,pre_trial,False,793.4,87,111,1.2758620689655173
23,2018-11,pre_trial,False,826.0,94,119,1.2659574468085106
23,2018-12,pre_trial,False,985.0,100,137,1.37
23,2019-01,pre_trial,False,930.8,103,134,1.3009708737864079
23,2019-02,trial,False,867.8,100,125,1.25
23,2019-03,trial,False,767.6,86,104,1.2093023255813953
23,2019-04,trial,False,912.0,96,127,1.3229166666666667
24,2018-07,pre_trial,False,719.2,90,107,1.1888888888888889
24,2018-08,pre_trial,False,792.7,90,115,1.2777777777777777
24,2018-09,pre_trial,False,857.4,95,123,1.2947368421052632
24,2018-10,pre_trial,False,833.2,89,119,1.3370786516853932
24,2018-11,pre_trial,False,702.0,86,101,1.1744186046511629
24,2018-12,pre_trial,False,644.0,79,95,1.2025316455696202
24,2019-01,pre_trial,False,820.6,98,118,1.2040816326530612
24,2019-02,trial,False,693.2,79,93,1.1772151898734178
24,2019-03,trial,False,830.6,90,118,1.3111111111111111
24,2019-04,trial,False,751.2,84,110,1.3095238095238095
25,2018-07,pre_trial,False,414.6,43,47,1.0930232558139534
25,2018-08,pre_trial,False,340.3,34,39,1.1470588235294117
25,2018-09,pre_trial,False,398.6,42,45,1.0714285714285714
25,2018-10,pre_trial,False,496.8,53,57,1.0754716981132075
25,2018-11,pre_trial,False,554.2,57,63,1.105263157894737
25,2018-12,pre_trial,False,472.2,49,53,1.0816326530612246
25,2019-01,pre_trial,False,443.6,45,48,1.0666666666666667
25,2019-02,trial,False,430.6,46,49,1.065217391304348
25,2019-03,trial,False,451.8,49,51,1.0408163265306123
25,2019-04,trial,False,458.8,48,51,1.0625
26,2018-07,pre_trial,False,1245.0,127,142,1.1181102362204725
26,2018-08,pre_trial,False,1092.8,113,131,1.1592920353982301
26,2018-09,pre_trial,False,1262.8,123,138,1.1219512195121952
26,2018-10,pre_trial,False,1123.8,108,127,1.1759259259259258
26,2018-11,pre_trial,False,1248.0,113,138,1.2212389380530972
26,2018-12,pre_trial,False,1337.4,124,149,1.2016129032258065
26,2019-01,pre_trial,False,1153.6,110,131,1.190909090909091
26,2019-02,trial,False,1089.8,104,122,1.1730769230769231
26,2019-03,trial,False,1313.2,131,147,1.1221374045801527
26,2019-04,trial,False,1233.4,117,140,1.1965811965811965
27,2018-07,pre_trial,False,470.1,51,53,1.0392156862745099
27,2018-08,pre_trial,False,526.9,56,60,1.0714285714285714
27,2018-09,pre_trial,False,436.40000000000003,49,50,1.0204081632653061
27,2018-10,pre_trial,False,316.6,34,36,1.0588235294117647
27,2018-11,pre_trial,False,403.1,46,46,1.0
27,2018-12,pre_trial,False,410.0,46,47,1.0217391304347827
27,2019-01,pre_trial,False,424.0,45,47,1.0444444444444445
27,2019-02,trial,False,342.4,38,41,1.0789473684210527
27,2019-03,trial,False,459.4,46,52,1.1304347826086956
27,2019-04,trial,False,488.9,50,55,1.1
28,2018-07,pre_trial,False,754.0,90,109,1.211111111111111
28,2018-08,pre_trial,False,753.95,97,117,1.2061855670103092
28,2018-09,pre_trial,False,787.8,84,108,1.2857142857142858
28,2018-10,pre_trial,False,733.0,91,104,1.1428571428571428
28,2018-11,pre_trial,False,895.0,101,125,1.2376237623762376
28,2018-12,pre_trial,False,851.2,107,134,1.2523364485981308
28,2019-01,pre_trial,False,794.4,91,114,1.2527472527472527
28,2019-02,trial,False,843.2,92,117,1.2717391304347827
28,2019-03,trial,False,701.2,78,96,1.2307692307692308
28,2019-04,trial,False,854.0,94,117,1.2446808510638299
29,2018-07,pre_trial,False,309.2,37,37,1.0
29,2018-08,pre_trial,False,382.3,41,43,1.048780487804878
29,2018-09,pre_trial,False,475.3,48,54,1.125
29,2018-10,pre_trial,False,295.0,34,35,1.0294117647058822
29,2018-11,pre_trial,False,348.2,36,39,1.0833333333333333
29,2018-12,pre_trial,False,416.8,45,49,1.0888888888888888
29,2019-01,pre_trial,False,455.2,49,53,1.0816326530612246
29,2019-02,trial,False,340.2,35,39,1.1142857142857143
29,2019-03,trial,False,422.9,48,51,1.0625
29,2019-04,trial,False,391.7,42,44,1.0476190476190477
30,2018-07,pre_trial,False,879.8,94,123,1.3085106382978724
30,2018-08,pre_trial,False,935.8,111,136,1.2252252252252251
30,2018-09,pre_trial,False,860.6,96,116,1.2083333333333333
30,2018-10,pre_trial,False,862.6,100,121,1.21
30,2018-11,pre_trial,False,819.0,93,115,1.2365591397849462
30,2018-12,pre_trial,False,1014.0,99,131,1.3232323232323233
30,2019-01,pre_trial,False,822.8,93,117,1.2580645161290323
30,2019-02,trial,False,838.0,94,123,1.3085106382978724
30,2019-03,trial,False,937.4,99,125,1.2626262626262625
30,2019-04,trial,False,811.0,91,113,1.2417582417582418
31,2018-09,pre_trial,False,6.0,1,1,1.0
31,2018-11,pre_trial,False,8.8,1,1,1.0
32,2018-07,pre_trial,False,761.4,90,107,1.1888888888888889
32,2018-08,pre_trial,False,751.0,93,112,1.2043010752688172
32,2018-09,pre_trial,False,779.0,86,113,1.313953488372093
32,2018-10,pre_trial,False,1002.4,101,142,1.4059405940594059
32,2018-11,pre_trial,False,1033.6,109,142,1.3027522935779816
32,2018-12,pre_trial,False,921.4,103,131,1.2718446601941749
32,2019-01,pre_trial,False,830.4,81,114,1.4074074074074074
32,2019-02,trial,False,575.0,70,81,1.1571428571428573
32,2019-03,trial,False,792.4,85,111,1.3058823529411765
32,2019-04,trial,False,851.6,97,118,1.2164948453608246
33,2018-07,pre_trial,False,1045.6,116,152,1.3103448275862069
33,2018-08,pre_trial,False,934.8000000000001,109,142,1.3027522935779816
33,2018-09,pre_trial,False,921.0,103,128,1.2427184466019416
33,2018-10,pre_trial,False,927.8,106,130,1.2264150943396226
33,2018-11,pre_trial,False,888.0,102,126,1.2352941176470589
33,2018-12,pre_trial,False,972.8,105,135,1.2857142857142858
33,2019-01,pre_trial,False,970.6,103,136,1.3203883495145632
33,2019-02,trial,False,781.2,89,106,1.1910112359550562
33,2019-03,trial,False,901.4,98,124,1.2653061224489797
33,2019-04,trial,False,1087.4,104,150,1.4423076923076923
34,2018-07,pre_trial,False,335.8,38,40,1.0526315789473684
34,2018-08,pre_trial,False,343.7,44,45,1.0227272727272727
34,2018-09,pre_trial,False,326.5,38,38,1.0
34,2018-10,pre_trial,False,444.7,50,51,1.02
34,2018-11,pre_trial,False,323.7,37,41,1.1081081081081081
34,2018-12,pre_trial,False,455.7,50,55,1.1
34,2019-01,pre_trial,False,392.0,42,44,1.0476190476190477
34,2019-02,trial,False,273.7,32,34,1.0625
34,2019-03,trial,False,332.7,40,40,1.0
34,2019-04,trial,False,419.3,46,48,1.0434782608695652
35,2018-07,pre_trial,False,124.2,36,37,1.0277777777777777
35,2018-08,pre_trial,False,147.6,40,40,1.0
35,2018-09,pre_trial,False,121.3,31,32,1.032258064516129
35,2018-10,pre_trial,False,128.1,33,33,1.0
35,2018-11,pre_trial,False,121.2,34,34,1.0
35,2018-12,pre_trial,False,147.1,35,37,1.0571428571428572
35,2019-01,pre_trial,False,99.5,27,27,1.0
35,2019-02,trial,False,117.2,32,32,1.0
35,2019-03,trial,False,156.4,38,39,1.0263157894736843
35,2019-04,trial,False,143.6,37,40,1.0810810810810811
36,2018-07,pre_trial,False,1014.2,102,112,1.0980392156862746
36,2018-08,pre_trial,False,1078.05,111,129,1.162162162162162
36,2018-09,pre_trial,False,918.6,95,104,1.0947368421052632
36,2018-10,pre_trial,False,1136.6,114,128,1.1228070175438596
36,2018-11,pre_trial,False,1098.4,100,122,1.22
36,2018-12,pre_trial,False,1014.8000000000001,98,115,1.1734693877551021
36,2019-01,pre_trial,False,923.4,89,106,1.1910112359550562
36,2019-02,trial,False,905.0,88,101,1.1477272727272727
36,2019-03,trial,False,942.0,94,107,1.1382978723404256
36,2019-04,trial,False,1017.4,97,113,1.1649484536082475
37,2018-07,pre_trial,False,471.6,48,51,1.0625
37,2018-08,pre_trial,False,547.75,64,67,1.046875
37,2018-09,pre_trial,False,372.8,44,44,1.0
37,2018-10,pre_trial,False,388.4,47,48,1.0212765957446808
37,2018-11,pre_trial,False,264.5,30,31,1.0333333333333334
37,2018-12,pre_trial,False,455.2,49,51,1.0408163265306123
37,2019-01,pre_trial,False,392.1,40,44,1.1
37,2019-02,trial,False,350.40000000000003,39,41,1.0512820512820513
37,2019-03,trial,False,442.2,44,51,1.1590909090909092
37,2019-04,trial,False,407.6,45,48,1.0666666666666667
38,2018-07,pre_trial,False,301.6,46,48,1.0434782608695652
38,2018-08,pre_trial,False,283.9,50,54,1.08
38,2018-09,pre_trial,False,268.6,43,46,1.069767441860465
38,2018-10,pre_trial,False,240.7,46,48,1.0434782608695652
38,2018-11,pre_trial,False,352.2,53,59,1.1132075471698113
38,2018-12,pre_trial,False,207.4,36,38,1.0555555555555556
38,2019-01,pre_trial,False,299.8,54,58,1.0740740740740742
38,2019-02,trial,False,254.7,46,49,1.065217391304348
38,2019-03,trial,False,225.1,39,43,1.1025641025641026
38,2019-04,trial,False,239.4,43,43,1.0
39,2018-07,pre_trial,False,866.0,99,126,1.2727272727272727
39,2018-08,pre_trial,False,919.2,100,130,1.3
39,2018-09,pre_trial,False,873.0,100,121,1.21
39,2018-10,pre_trial,False,844.2,94,119,1.2659574468085106
39,2018-11,pre_trial,False,856.4,103,126,1.2233009708737863
39,2018-12,pre_trial,False,857.4,96,124,1.2916666666666667
39,2019-01,pre_trial,False,865.6,94,127,1.351063829787234
39,2019-02,trial,False,704.2,87,98,1.1264367816091954
39,2019-03,trial,False,912.0,98,131,1.336734693877551
39,2019-04,trial,False,863.6,102,134,1.3137254901960784
40,2018-07,pre_trial,False,1332.0,128,152,1.1875
40,2018-08,pre_trial,False,1208.0,123,136,1.1056910569105691
40,2018-09,pre_trial,False,1312.0,135,150,1.1111111111111112
40,2018-10,pre_trial,False,1323.6,118,144,1.2203389830508475
40,2018-11,pre_trial,False,1099.4,109,122,1.1192660550458715
40,2018-12,pre_trial,False,1335.4,128,152,1.1875
40,2019-01,pre_trial,False,1256.4,121,144,1.1900826446280992
40,2019-02,trial,False,1355.4,125,149,1.192
40,2019-03,trial,False,1277.6,118,141,1.194915254237288
40,2019-04,trial,False,1249.0,119,140,1.1764705882352942
41,2018-07,pre_trial,False,216.4,49,50,1.0204081632653061
41,2018-08,pre_trial,False,209.8,43,44,1.0232558139534884
41,2018-09,pre_trial,False,216.1,44,46,1.0454545454545454
41,2018-10,pre_trial,False,156.5,34,38,1.1176470588235294
41,2018-11,pre_trial,False,199.3,46,47,1.0217391304347827
41,2018-12,pre_trial,False,214.5,46,50,1.0869565217391304
41,2019-01,pre_trial,False,169.0,36,37,1.0277777777777777
41,2019-02,trial,False,234.6,50,50,1.0
41,2019-03,trial,False,226.2,46,49,1.065217391304348
41,2019-04,trial,False,231.3,47,49,1.0425531914893618
42,2018-07,pre_trial,False,27.3,7,7,1.0
42,2018-08,pre_trial,False,44.9,8,8,1.0
42,2018-09,pre_trial,False,21.2,6,6,1.0
42,2018-10,pre_trial,False,14.700000000000001,3,3,1.0
42,2018-11,pre_trial,False,8.4,2,2,1.0
42,2018-12,pre_trial,False,12.3,4,4,1.0
42,2019-01,pre_trial,False,35.2,9,9,1.0
42,2019-02,trial,False,17.1,4,4,1.0
42,2019-03,trial,False,24.2,5,5,1.0
42,2019-04,trial,False,6.7,2,2,1.0
43,2018-07,pre_trial,False,1003.8,118,146,1.2372881355932204
43,2018-08,pre_trial,False,1005.7,109,149,1.3669724770642202
43,2018-09,pre_trial,False,974.8,100,135,1.35
43,2018-10,pre_trial,False,1026.4,111,145,1.3063063063063063
43,2018-11,pre_trial,False,950.8,104,133,1.2788461538461537
43,2018-12,pre_trial,False,1274.8,125,169,1.352
43,2019-01,pre_trial,False,1002.8,111,141,1.2702702702702702
43,2019-02,trial,False,852.2,99,121,1.2222222222222223
43,2019-03,trial,False,1118.2,118,160,1.3559322033898304
43,2019-04,trial,False,972.2,102,136,1.3333333333333333
44,2018-07,pre_trial,False,23.7,4,4,1.0
44,2018-09,pre_trial,False,16.4,3,3,1.0
44,2018-10,pre_trial,False,26.9,5,5,1.0
44,2018-11,pre_trial,False,26.6,4,4,1.0
44,2018-12,pre_trial,False,33.5,7,7,1.0
44,2019-01,pre_trial,False,19.8,5,5,1.0
44,2019-02,trial,False,36.7,4,4,1.0
44,2019-03,trial,False,25.2,6,6,1.0
44,2019-04,trial,False,20.900000000000002,5,5,1.0
45,2018-07,pre_trial,False,981.2,115,145,1.2608695652173914
45,2018-08,pre_trial,False,669.1,84,102,1.2142857142857142
45,2018-09,pre_trial,False,695.4,84,99,1.1785714285714286
45,2018-10,pre_trial,False,718.0,85,102,1.2
45,2018-11,pre_trial,False,809.0,88,113,1.2840909090909092
45,2018-12,pre_trial,False,791.0,88,111,1.2613636363636365
45,2019-01,pre_trial,False,957.4,107,137,1.280373831775701
45,2019-02,trial,False,806.0,85,107,1.2588235294117647
45,2019-03,trial,False,745.0,88,106,1.2045454545454546
45,2019-04,trial,False,809.4,90,117,1.3
46,2018-07,pre_trial,False,253.0,45,48,1.0666666666666667
46,2018-08,pre_trial,False,240.7,44,46,1.0454545454545454
46,2018-09,pre_trial,False,233.0,41,43,1.048780487804878
46,2018-10,pre_trial,False,275.1,47,49,1.0425531914893618
46,2018-11,pre_trial,False,273.1,42,44,1.0476190476190477
46,2018-12,pre_trial,False,306.9,50,53,1.06
46,2019-01,pre_trial,False,176.20000000000002,33,33,1.0
46,2019-02,trial,False,222.4,38,38,1.0
46,2019-03,trial,False,259.2,41,41,1.0
46,2019-04,trial,False,260.0,47,49,1.0425531914893618
47,2018-07,pre_trial,False,290.3,45,46,1.0222222222222221
47,2018-08,pre_trial,False,407.85,55,59,1.0727272727272728
47,2018-09,pre_trial,False,439.5,60,63,1.05
47,2018-10,pre_trial,False,376.7,46,52,1.1304347826086956
47,2018-11,pre_trial,False,325.3,50,53,1.06
47,2018-12,pre_trial,False,475.0,71,76,1.0704225352112675
47,2019-01,pre_trial,False,389.8,57,59,1.0350877192982457
47,2019-02,trial,False,362.5,50,51,1.02
47,2019-03,trial,False,308.8,44,46,1.0454545454545454
47,2019-04,trial,False,381.4,53,56,1.0566037735849056
48,2018-07,pre_trial,False,929.4,100,135,1.35
48,2018-08,pre_trial,False,851.1,98,123,1.2551020408163265
48,2018-09,pre_trial,False,809.8,92,115,1.25
48,2018-10,pre_trial,False,879.2,89,120,1.348314606741573
48,2018-11,pre_trial,False,785.4,93,113,1.2150537634408602
48,2018-12,pre_trial,False,917.2,92,120,1.3043478260869565
48,2019-01,pre_trial,False,940.2,108,133,1.2314814814814814
48,2019-02,trial,False,733.0,82,99,1.2073170731707317
48,2019-03,trial,False,831.8,100,118,1.18
